,match,time,slot,text,target
5438,235,1664.53726,5,GET CANCERS ALL,1
5439,235,1680.86656,5,ALL HAVE ITEM AHAHHAHAHAHAHAHA,
5440,235,1682.93276,5,TEAM NO ITEM,
5441,235,1688.79796,5,I CREATE MORE SPAC THAN IN UNIVERSE,
5442,235,1690.19766,5,TEAM CANT,
5447,235,1708.19326,5,RETARD IM LEGEND 5 IDIOT BASTARD NOOB,1
5448,235,1710.65926,5,SHUT THE FUCK UP,1
5458,235,1722.25646,6,sucker,1
5461,235,1730.65436,5,AND BE USELESS,1
5464,235,1793.23916,5,can only farm and do noting,
5465,235,1794.97206,5,like creep,
5467,235,1820.05256,5,cant believe how alch can have item,
5469,235,1824.60146,5,Team can feed every noob,1
5471,235,1829.35096,5,best team,
5473,235,1837.51206,5,cant 1on5,
5477,235,1863.66776,5,unbelievable how people can be so bad to lose thsi game,
5478,235,1869.75526,5,fucking trash of humanity,1
5479,235,1953.57406,5,nice fair matchmaking,
5480,235,1958.52426,5,give me the 4 worst players in all of dota,
5488,235,1970.89976,5,of hp,
5489,235,1972.23776,5,not one,
5490,235,1974.51206,5,Not fucking one,2
5491,235,1977.15436,5,Even treads on agi,
5493,235,1993.94496,5,i cant believe how lowskill and stupid people can be,1
5494,235,1998.02546,5,i was smarter on my 2nd day dota,
5507,236,3432.4947,9,Cooldown?,
5512,237,-35.60078,2,of,
5655,245,1781.92938,4,clock,
5672,247,-33.15858,1,is there a point to these predictions,
5673,247,-23.36097,1,other than showing off ur winning streak,
5677,247,0.96642,2,thats all it otok?,
5678,247,15.3629,2,one curse and you boys run?,
5679,247,452.1896,2,i dont need 3 people,
5688,247,1731.4485,0,gg wp comend,
5713,249,419.3309,5,that's how we roll,
5760,254,3097.34388,8,my god this team,
5764,254,3115.47238,8,wtf am i supposed to do ?,
5768,254,3126.74408,9,fuck this team,1
5769,254,3128.21578,8,report noob team,1
5777,257,911.27748,7,end please,
5779,257,1043.51188,1,WHAT THE,
5785,257,1509.83128,1,WHAT THE,
5794,257,1921.55098,7,Pick pho as offlane rofl,
5795,257,1924.62808,5,he's at base,
5799,257,1929.17688,7,how to win then no one can kill weaver and am,
5804,257,1986.40518,5,report LS pls thanks,
5813,258,1198.57397,9,u can straight top,
5816,258,1216.96947,3,destory items,
5819,258,1391.02697,3,why u pick supp pudge,
5903,262,1730.2662,3,fucking pieces of trash,1
5911,263,39.09046,0,is this game serious,
5913,263,256.43741,0,this game,
5919,263,3317.52066,6,this is undying,
5927,264,1462.57623,3,Wtf are you doing,2
5950,267,323.521,0,how often,
5955,267,1787.3842,5,rly i hope you report him,
5956,267,1794.4081,4,he h,
5962,267,1818.6908,4,you need trilane,
5965,267,1832.6048,6,u had so much luck. 100% chance for that fucking skill,2
5970,268,419.46424,0,En bot,
5988,269,1141.28796,7,"monkey blocks my hook, i said he was going to pick huskar what a game.",
5989,269,1155.28456,7,twice i get this shitty brood as  a core.,1
5995,270,1543.72303,2,cold snap,
6020,271,770.17585,1,if u know,
6024,271,811.03254,7,Do I call myself as an allies?,
6028,271,1007.3179,2,pick a shaman more,
6034,272,1876.65638,4,EZ TRILANE,
6038,273,-14.49647,8,"dont be worry , we have god father of drug",
6042,273,1787.44263,5,ez predicted pango,
6050,273,1829.25173,5,too,
6064,274,-28.42638,5,REPORT URSA,
6079,276,962.50142,0,wohohoh huskar commended :D,
6083,276,1431.42022,3,COMMEND ME  TY,
6085,276,1438.38512,2,team commended but juggernaut,
6087,276,1443.51722,0,commend me ty,
6092,277,503.3163,9,no sound no mine blows up,
6093,277,508.3151,9,OK ICEFRAUD,
6095,277,557.96965,1,what sound do you think i make when i eat cum,1
6196,280,1493.10202,9,feeed me more,
6198,280,1548.75512,9,feeed me more,
6200,280,1597.67652,9,feeed po cd,
6220,281,2478.08452,0,report rubick pls,
6223,281,2569.32862,4,REPORTA SHAMAN E RUBICK = COMEND,
6230,282,2.93263,7,if you could speak that AM afk or dc i would not resume ,
6231,282,2.93263,7,but those alien signs tell nothing ,
6232,282,2.93263,7,is that your tawarisz  ?,
6234,282,2.93263,7,what !?,
6237,282,680.93373,7,he cant farm ,
6240,282,823.29903,8,"sorry bro, it”s was funny u didnt get a stun",
6241,282,837.76213,8,later it will not be funny for me,
6252,286,501.7775,5,rofl,
6264,286,2699.37123,2,F CK THIS,1
6287,290,1075.7707,8,this lineup is fucking stupid,1
6288,290,1078.8366,3,what happened,
6289,290,1086.3014,8,this picks,
6290,290,1087.4345,9,storm failed mid to ursa,
6291,290,1089.3673,9,and he whine,
6292,290,1089.7006,8,these*,
6293,290,1093.3664,7,every1 throw toys out pram,
6294,290,1098.0319,3,the picks were fine,
6297,290,1119.6933,8,these guys dont know how to play,
6299,290,1132.6901,8,and when i went to gank they,
6301,290,1142.821,7,and storm spends more time typing than anything else,
6303,290,1192.0756,8,ill sit in base,
6308,290,1216.8029,9,i wish you sat in base since the start,
6310,290,1239.1974,9,just push now,
6314,290,1257.5263,8,my lanes were dumb,
6316,290,1263.7914,9,storm failing mid to ursa,
6318,290,1269.0568,2,look at this line up and honestly say your team was worse,
6323,290,1287.7856,2,ur right,
6324,290,1289.7851,8,you have 3 lock downs,
6327,290,1305.1147,8,i thought it'd be easy,
6329,290,1308.8471,0,ive never heard of storm mid before tbh,
6330,290,1320.1776,8,then at 8 mins you were already up 6-0,
6333,290,1331.2416,6,this fucking ursa try hard,1
6334,290,1331.5749,3,did anything except feed lol,
6336,290,1368.8324,8,nothing i can do when my team just run when i come to gank,
6337,290,1371.4984,0,leave them alone,
6339,290,1390.2272,7,well im reporting storm and dusa,
6340,290,1396.2924,7,because you both tilted each other,
6341,290,1403.8239,3,sounds good,
6343,290,1421.8862,9,thats fine you can report me. i hardly said anything. just responded to this dipshit,
6344,290,1422.6193,0,im gonna report ursa for ability abuse,
6345,290,1423.9523,9,who kept whining,
6361,291,81.34681,2,IDI NAHUY,
6421,294,2024.43933,6,np our SF is totaly autistic,1
6423,294,2120.49993,6,sf is brainlet,1
6424,294,2201.37533,6,pathetic AM pick in unranked,1
6427,294,2263.78803,2,comended team,
6428,294,2264.72453,6,carried by SF,
6430,295,1278.72107,6,yes we know that,
6431,295,1283.38657,6,and ez offane,
6436,295,2950.09657,1,GG our axe was bad though,
6437,296,479.88284,3,COME AS 5,
6439,296,2625.35414,0,noobs always goes core,1
6440,296,2709.50744,0,ff pls,
6451,297,439.89261,4,"Yeah, don't look at the WK",
6452,297,442.82523,4,Please...,
6453,297,453.62256,4,Just pretend the man doesn't exist...,
6454,297,542.53421,8,cool,
6455,297,656.37306,3,wk reported,
6465,297,1087.90106,8,pa realy shit,1
6469,297,1209.87126,8,look the shit pa,1
6475,297,1368.16596,8,ez go fuck ur mather pla,1
6480,297,1422.41936,0,let them def wtf,2
6484,297,1441.28146,7,nice rofl(mother dead),
6495,298,2165.42426,1,ofc,
6520,300,893.8818,2,5 asshole move together,1
6524,300,1082.6023,2,ASshole,1
6531,300,1691.487,8,nice feed top trol and spectra,
6535,300,1761.5699,2,Fuc k you asshole,1
6536,300,1762.5696,2,People,
6537,300,1762.7029,0,"ck you need to study, half your senteces make no sense",
6538,300,1767.9017,3,sorry guys,
6565,303,907.14522,0,GG team,
6567,303,2173.48332,6,SORY AM HAHAH\,
6576,303,2487.21862,3,stfu techies player,1
6608,305,1322.5771,1,cmon guys 3v1 really?,
6609,305,1335.9071,6,that was a 3v1 too?,
6612,305,1358.235,1,thats what your mum said,
6616,305,1843.5632,5,minced,
6657,307,531.73685,7,we are late game,
6661,307,2534.5562,5,never 1st spec again,
6676,309,832.66342,8,why you play whis shit heroes,
6678,309,950.23462,8,reported pa ,
6684,309,1190.70922,8,fast ,
6685,309,1194.64162,8,peace of shits,1
6701,310,2841.5843,1,Report wk,
6719,312,3573.96003,1,i ss one hit,
6726,312,3606.67143,3,im tilted af wid sf,0
6733,312,4202.88573,0,they dont have,
6735,312,4205.80773,0,go thorne,
6736,312,4207.60073,0,throne,
6737,312,4247.17873,4,nice carry husk ,
6738,312,4269.15923,3,practise wid bots how to grave teammates at what time,
6747,314,-50.22522,3,ill out retard your feed dont worry,
6766,314,2556.91826,9,now we get to see the purple cool aid man slowly punch our base to death,
6767,314,2601.33626,9,report alch for not having 0.25 seconds per atk,
6771,314,2613.47766,9,only 0.28,
6795,315,1504.86592,2,why TK?,
6796,315,1506.73212,2,he's good,
6801,315,1525.32752,7,Cancer sup,
6803,316,-160.719,3,SHOULD I STAY OR SHOULD I GO NOW,
6812,316,2323.8288,4,doesnt mean i am part of you,
6815,317,3368.1377,1,2 hits ? ,
6816,317,3369.2747,1,really ,
6824,317,3562.0314,1,Come back ,
6826,317,3616.1157,1,Nice rosh ,
6838,318,-31.0591,9,pls end as fast as u can sirs,
6839,318,-28.52638,6,all of us no tango,
6856,318,865.9219,6,party???,
6887,318,2135.4179,6,that pudge],
6888,318,2207.5971,6,cum back??,2
6903,318,2560.6664,6,ohh its from universe its a dizasta!! ppd!!,
7058,321,2227.59354,4,wp my team,
7059,322,496.3788,3,nice comming ta,
7061,322,1752.7074,6,RREI RREI VEI PEI JONGE',
7081,324,1896.55077,5,ty for game,
7083,325,1109.36246,0,thx 4 waiting,
7121,328,-57.68591,5,press j change weather,
7126,328,-30.35925,9,press j for glyph of fortification,
7130,328,187.55422,8,rec wait,
7134,328,187.62088,5,she rec,
7135,328,198.28492,8,asshole ,1
7145,329,-59.68542,5,GG team mates,
7147,329,-30.49256,7,so ? who cares,
7156,329,1046.74444,5,why quit ?,
7158,329,1046.74444,0,i dont know,
7161,329,1126.95814,0,ty ty,
7170,329,1774.61034,0,why?,
7171,329,1778.02204,0,too early,
7179,329,2201.66504,0,cool,
7182,329,2521.68854,0,that loss money,
7185,329,3023.46434,0,only me def?,
7192,330,1284.98017,0,CLICK,
7199,330,1319.50507,0,'thanks for hlep,
7229,332,702.09526,9,what are we supposed to do without a carry?,
7230,332,702.09526,9,report him,
7242,332,1349.20386,6,there is a tip for noob player like am,1
7243,332,1356.33546,6,if u are some kind of retard,1
7244,332,1359.40136,6,ply sup,
7247,332,1372.73146,6,we really,
7248,332,1375.79736,6,Respect him,
7251,332,1387.12796,6,team respect him,
7252,332,1418.58696,6,1045 crit attack !,
7254,332,1497.83426,6,i stay in funtain,
7279,334,1118.99347,6,didnt know that ,
7280,334,1128.25787,6,thought fly woulndt get stop,
7281,334,2345.45727,9,wp team,
7282,334,2348.86897,6,pheonix ,
7283,334,2353.68537,9,good cover ,
7286,334,2374.62337,1,our spec run away when war,
7287,334,2378.57007,1,with full hp,
7294,334,2533.12987,6,omg the pheonix plays :D,
7310,335,1544.38953,6,bloodlust wins,
7320,335,1833.54383,9,im going to hook,
7321,335,1837.82503,9,when no one in my team,
7322,335,1839.63113,9,isn ear me,
7350,338,1733.0331,2,stop focusing me,
7353,338,2477.9726,1,best thing about it,
7354,338,2482.8559,1,Is that our russian duo,
7355,338,2486.6689,1,antimage and axe,
7356,338,2495.1645,1,cannot even fucking finish a game already won,2
7357,338,2503.0581,1,Not even that.,
7359,338,2587.78,7,report troll,
7361,339,363.11138,5,1v3 fore what,
7365,339,1062.34058,1,go next ty,
7367,339,1254.22708,4,Cant believe a retard wanbts to kill instead of ending the game,1
7368,339,1406.38998,1,retard my fucking team ,1
7372,339,1421.71948,1,blood last pick,
7459,345,86.54554,1,is this your life now?,
7462,345,873.2201,9,please,
7482,347,430.16164,3,said the monkey picker :D,
7493,348,-217.68497,5,how are these ranks equal?,
7494,348,-197.14725,1,im herald in my heart,
7498,348,1090.6337,4,that stick lion,
7499,348,1094.0329,4,felt bad right?,
7521,350,1788.35506,9,go throne,
7529,351,985.826,2,worth it,
7538,353,-75.68224,7,why almost every game for me pudje?,
7555,357,1593.6692,2,try hard,
7570,358,1504.03277,9,"Good Game, Well Played.",
7618,359,0.86685,5,you forgot the T,
7619,359,0.86685,9,what is repor?,
7622,359,0.86685,4,I DON'T CARE MMR,
7625,359,0.86685,4,U CARE?!?!?,
7626,359,0.86685,4,I DON'T CARE IT,
7627,359,0.86685,2,we'll just go and report this dude,
7629,359,18.53729,2,he returned,
7630,359,1110.05443,4,THANK YOU FOR IMPROVING THE DOTA 2 COMMUNITY,
7634,359,2209.94163,4,i think you mean,
7636,359,2211.48023,5,are you calling for aid?,
7643,360,420.8096,8,that feel so good,
7645,360,705.34012,6,wow rly? dood if you dont wanna play then dont qur a game sheesh,
7651,360,1634.71316,9,my team doesnt deserve to get out of lp,
7653,360,1644.24416,9,just goinna serll my items and dc,
7654,360,1653.84186,9,ppl qwith lowm iq deserve lp forever,
7657,360,2506.24266,5,report clock and tinker,
7659,360,2511.19286,5,or whatever,
7661,361,2075.7736,9,commend ember,
7702,364,430.06167,3,or 99%,
7705,364,633.57862,2,good thing pudge is staying in lane the whole time with that roaming ganking hook of his,
7723,365,-13.39673,8,sure win?,
7748,365,1747.42115,1,nice try my team xD,
7752,365,1761.87035,1,i dont understand wht ur say m8,
7755,365,1785.61805,1,dont act like ur philipine language like international language ./.,
7796,368,13.79664,6,rly?,
7801,368,13.79664,2,It fucked me more than you.,2
7804,368,38.7239,3,he says he will be right back,
7806,368,38.7239,3,there he is ,
7808,368,518.8067,6,Stop pls,
7811,368,760.1144,1,i like how my team saying how im losing when im under lvl once i reconnected,
7812,368,762.1139,1,WHAT A JOE,1
7819,368,790.8403,0,dude the other team doesnt wanna hear you be a little bitch either,1
7821,368,795.6391,1,U GOT A 2nd move,
7822,368,798.3051,1,TO COUNTER MY MISS,
7825,368,811.4352,6,stop it,
7826,368,816.5673,1,but my team dont know tha,
7828,368,822.9657,1,they nv seen lc mid,
7829,368,825.4318,1,what a joke,1
7830,368,2126.9747,3,how the fuck did we win that ,1
7831,368,2169.252,1,sorry lc come back is real,
7834,368,2183.7681,1,my es from last game came through,
7836,368,2188.9859,1,its cool,
7840,368,2202.3647,1,he carry me this game,
7842,368,2204.7061,1,sounds fair,
7843,368,2213.2687,1,anyway tinker counter your teamate but u counter me,
7849,368,2572.9605,5,fue ty chaos,
7854,368,2699.4247,7,RATAS TODOS,
7856,368,2701.4314,4,commend my team,
7857,369,1488.64997,5,i will show this game to all my support,
7858,369,1493.58207,5,how to win,
7859,369,1503.44637,5,oracle win this shit solo,1
7862,370,1512.364,3,pasue for wat ?,
7864,370,1512.364,5,wait please,
7865,370,1512.364,5,Thanks,
7868,370,1512.364,2,can win,
7870,370,1530.4929,4,cant win bro ,
7873,370,1530.4929,4,warlock has scepter,
7875,370,1530.4929,4,i has scepter,
7904,371,2100.27068,7,report pudge,
7961,373,653.80703,1,why so passive?),
7973,374,3301.4418,0,Come guys,
7996,376,13.13013,7,never pick my rune again bitch!,1
8001,376,326.45365,7,he gave up xD,
8002,376,352.84718,7,sad he will never reach Walhalla :-D,
8008,376,929.87298,7,for that shit i will make you bleed riki,1
8009,376,1375.66408,7,Void Ulti and run like a bitch? :-D,1
8016,376,1789.61548,0,Fuk this game,1
8020,376,1894.87398,0,Rofl,
8026,376,2052.27698,7,WTF was that :-D,2
8032,377,-41.08997,4,WHO WANTS TO LIVE FOREVER,
8033,377,-39.49036,0,"hf boys, i love you",
8042,377,2942.55487,4,holy shit,2
8043,377,2943.92627,9,now the natures buys right click items,
8052,378,1481.17166,5,lol I was talking to my brother,
8053,378,1492.63556,8,and i wasnt there,
8057,378,1809.57036,8,cant fuck with oracle!,1
8081,380,2903.8615,2,report sf and am,
8083,380,2907.6076,2,please,
8085,380,2910.484,4,rofl,
8086,380,2913.2937,4,Report pudge,
8093,381,1767.80963,5,es you in wrong team :(,
8101,383,409.23343,2,fuck off,2
8104,383,440.69242,3,HOW I COULD MISS THAT,
8107,383,927.74018,8,nice feed rhasta,
8108,383,1477.13928,3,suck my cock,1
8110,383,2153.69878,6,nice hero,
8115,383,2164.00048,4,and eul,
8116,383,2170.35548,3,and travel,
8117,383,2173.90088,6,and talent,
8123,383,2422.91578,8,Who,
8126,383,2471.34748,2,spaxe xreated,
8135,384,1850.00864,0,why not,
8146,384,3823.28464,5,commend me bro,
8148,384,3826.67134,3,I commend your fucking rat,2
8149,384,3826.87064,1,rasta won you the game,
8160,386,15.72949,8,he's back,
8161,386,243.60722,4,this is a funny dota,
8167,386,375.27506,8,he's reading the purge guide,
8168,386,375.27506,8,to learn how to mid,
8169,386,375.27506,8,if you want to invest in my crypto mining let me know minimum $3000,
8196,389,-66.91698,0,wait for ward,
8198,389,1116.66072,7,u  don't  need to  focus on me ..,
8199,389,1123.92562,7,3  carries  out  there ..,
8200,389,1319.07792,0,cant touch this,
8202,389,1413.28822,9,useless lc and dark,1
8213,389,2838.27822,3,Report lich for cyring,
8214,389,2843.49602,2,i have now SB im not idiot anymore,2
8217,389,3294.33172,4,WHAT SHOUD I DO?,
8223,389,3502.84202,9,lc and moph useless,1
8224,389,3505.45082,0,we have sniper,
8226,389,3566.05732,9,the must noob lc ever,1
8230,389,4047.23842,9,loot at this moph with 2 skadi lo,
8232,389,4056.86732,9,pls report my team ,1
8237,389,4074.99602,9,pls report moph and lc,
8238,389,4081.10562,0,report lich,
8239,389,4094.32042,7,how  can  this  LC  get  4  stars'  Archon ?,
8240,389,4105.74232,0,buyed account ?,
8242,389,4109.06262,9,pls report lc and moph,
8257,393,2298.7161,4,what,
8270,396,1476.93932,8,this wr xd,
8430,402,43.72266,3,fair play ofc,
8431,402,332.78543,5,rly?,
8444,404,1552.18765,4,report luny ty,
8445,404,1568.91685,4,or no u can commend him she won u game :),
8446,404,1582.78015,1,did what i could,
8453,406,636.37795,9,hook on chrono 100% accurate,
8460,406,1691.02935,7,DONT CRY,
8461,406,1805.28535,7,dont touch my support,
8462,406,1806.95765,5,that bait. lol,
8464,406,1857.06165,7,COME,
8466,406,1870.10615,7,I AM NOT UR CLASS MAN,
8469,407,1149.28604,0,the chase is strong,
8472,407,1483.47114,0,tryiong to be sneaky,
8484,408,937.63778,4,why rage when you just win 1k?,
8486,409,-84.41272,7,nice dodge boys,
8497,409,845.49353,9,very nice safelane,
8508,409,1389.62733,9,nice first kill,
8524,409,2283.65003,9,Comeback is real,
8535,410,1379.2965,9,well all what i can say,
8536,410,1389.2275,9,i wish u play with this Tusk next ,
8538,410,1478.1057,9,random on ranekd match,
8543,411,372.80897,6,pudge lock and this warm shit,1
8545,411,373.04227,5,we w8ed your fucking weaver,1
8550,411,373.04227,6,shut up a fourth monkey alert,
8553,411,373.14227,0,off,
8567,411,1144.05397,6,U're jst good with 2x+ team mates,
8569,411,1360.00127,1,report od and warlock,
8584,411,1837.64867,0,warlock,
8586,411,1848.41867,1,commend pls warlock,
8587,411,1857.65007,1,try gamer and cool pick hero,
